118.66,198.77,216.58,224.39,209.69
116.15,169.15,203.92,208.74,208.9
115.21,148.02,195.66,199.48,208.84
114.78,142.77,187.13,189.1,198.65
110.83,140.21,151.17,200.88,199.9
111.63,131.34,150.75,179.26,180.65
112.39,120.94,152.64,178.14,179.28
110.58,115.16,140.91,168.54,182.44
110.02,115.42,134.08,160.88,181.68
111.76,113.08,130.42,159.25,177.13
