0.601,0.57481
0.58649,0.57481
0.581,0.56732
0.57849,0.56732
0.57244,0.55553
0.57471,0.55553
0.56069,0.55553
0.55745,0.54467
0.55054,0.54467
0.54641,0.53012
0.5475,0.53012
0.54366,0.53012
0.53213,0.51393
0.5366,0.51393
0.52822,0.52956
0.53495,0.52956
0.53255,0.52956
0.52604,0.50929
0.5151,0.50929
0.50831,0.51455
0.49408,0.51455
0.49597,0.51455
0.50155,0.51067
0.49394,0.51067
0.49107,0.51228
0.49594,0.51228
0.49216,0.51228
0.49739,0.51311
0.49864,0.51311
0.4899,0.5052
0.48914,0.5052
0.49658,0.5052
0.49156,0.48543
0.49395,0.48543
0.4965,0.5104
0.4983,0.5104
0.4952,0.5104
0.49817,0.51592
0.50914,0.51592
0.52364,0.52426
0.52967,0.52426
0.52755,0.52426
0.53548,0.53207
0.53986,0.53207
0.54731,0.54022
0.55605,0.54022
0.55252,0.54022
0.56239,0.56363
0.56437,0.56363
0.57368,0.58127
0.58352,0.58127
0.59298,0.58127
0.59787,0.59885
0.60373,0.59885
0.60871,0.60294
0.61454,0.60294
0.61697,0.60294
0.6271,0.63002
0.633,0.63002
0.63365,0.63942
0.6447,0.63942
0.64304,0.63942
0.64863,0.64481
0.65391,0.64481
0.66686,0.66196
0.66784,0.66196
0.67739,0.66196
0.67678,0.65477
0.68565,0.65477
0.68296,0.68495
0.69564,0.68495
0.70157,0.68495
0.70298,0.69394
0.69269,0.69394
0.68824,0.687
0.68783,0.687
0.68463,0.687
0.69141,0.69821
0.69318,0.69821
0.69185,0.70616
0.69109,0.70616
0.69572,0.70616
0.69309,0.6933
0.69547,0.6933
0.68528,0.68337
0.68459,0.68337
0.67727,0.68337
0.67379,0.68522
0.671,0.68522
0.6634,0.66428
0.66301,0.66428
0.65804,0.66428
0.64768,0.65617
0.65458,0.65617
0.64143,0.63898
0.62865,0.63898
0.62556,0.63898
0.61998,0.61241
0.60706,0.61241
0.60023,0.60174
0.5862,0.60174
0.57822,0.60174
0.57579,0.61558
0.56997,0.61558
0.56296,0.5875
0.55877,0.5875
0.55986,0.5875
0.5505,0.55971
0.55197,0.55971
0.54024,0.56691
0.53921,0.56691
0.54663,0.56691
0.54003,0.55218
0.5366,0.55218
0.53268,0.57408
0.53588,0.57408
0.53695,0.57408
0.54207,0.57405
0.54575,0.57405
0.55248,0.58264
0.55455,0.58264
0.55809,0.58264
0.56021,0.57689
0.57439,0.57689
0.56581,0.5874
0.57476,0.5874
0.57965,0.5874
0.58626,0.58688
0.58569,0.58688
0.59949,0.59631
0.5957,0.59631
0.60372,0.59631
0.60646,0.61151
0.60769,0.61151
0.60144,0.61405
0.60648,0.61405
0.59934,0.61405
0.60338,0.60821
0.60541,0.60821
0.60429,0.60706
0.60809,0.60706
0.60987,0.60706
0.6086,0.6085
0.61041,0.6085
0.60803,0.62497
0.6153,0.62497
0.61581,0.62497
0.62314,0.62008
0.6238,0.62008
0.62266,0.63029
0.62347,0.63029
0.6264,0.63029
0.63334,0.63737
0.6341,0.63737
0.63482,0.66027
0.63609,0.66027
0.63661,0.66027
0.63603,0.65552
0.64305,0.65552
0.64409,0.65598
0.64862,0.65598
0.65236,0.65598
0.6515,0.65588
0.65278,0.65588
0.65069,0.64491
0.64847,0.64491
0.64587,0.64491
0.64479,0.64504
0.63617,0.64504
0.63433,0.63527
0.62823,0.63527
0.62515,0.63527
0.62393,0.61998
0.61244,0.61998
0.61483,0.62782
0.60962,0.62782
0.61174,0.62782
0.61097,0.59383
0.60315,0.59383
0.6061,0.59775
0.59844,0.59775
0.59244,0.59775
0.58837,0.55673
0.5847,0.55673
0.5716,0.56982
0.57122,0.56982
0.55683,0.56982
0.55401,0.56015
0.54946,0.56015
0.54767,0.55865
0.53686,0.55865
0.53338,0.55865
0.53535,0.51387
0.52719,0.51387
0.52152,0.51661
0.51825,0.51661
0.51096,0.51661
0.5091,0.50952
0.50617,0.50952
0.50628,0.51029
