14.528,237,0.41684
14.394,237,0.37184
14.112,228,0.32584
13.312,219,0.29767
14.064,218,0.27175
15.119,215,0.24776
16.088,213,0.22531
17.21,210,0.20317
18.422,210,0.18433
19.484,210,0.17034
20.315,205,0.16082
21.319,204,0.15397
22.666,203,0.14689
24.188,200,0.13779
25.866,196,0.12665
27.578,195,0.11471
29.211,189,0.1031
30.552,182,0.094647
31.502,177,0.089317
31.924,177,0.084368
32.128,177,0.078758
31.995,175,0.075603
33.684,175,0.22267
35.191,175,0.17566
37.142,175,0.12074
39.089,174,0.079769
40.779,172,0.076141
42.368,169,0.095908
44.137,167,0.11072
46.084,167,0.11384
48.285,167,0.1047
50.499,166,0.088552
52.57,166,0.070476
54.477,166,0.058442
56.086,166,0.057935
57.376,166,0.066066
58.378,166,0.075058
59.15,166,0.080159
59.747,166,0.080041
60.207,166,0.075461
60.553,166,0.068391
60.801,166,0.061474
60.966,166,0.057282
61.065,166,0.056997
61.122,166,0.05959
61.161,166,0.062863
61.206,166,0.064955
61.271,166,0.064921
61.361,166,0.062715
61.472,166,0.059041
61.592,166,0.055154
61.708,166,0.052474
61.81,166,0.051878
61.892,166,0.053108
61.951,166,0.054991
61.99,166,0.056283
62.008,166,0.056294
62.005,167,0.05507
62.533,167,0.075816
62.513,168,0.064337
62.978,168,0.074534
62.846,169,0.057247
63.163,169,0.059226
62.924,170,0.055713
62.927,171,0.065875
63.344,171,0.059912
63.269,172,0.059797
63.806,172,0.055605
63.841,172,0.05411
63.894,172,0.052439
63.944,172,0.051169
63.983,172,0.050664
64.007,172,0.050538
64.02,172,0.0504
64.027,172,0.050289
64.03,172,0.050088
64.025,173,0.049477
65.1,173,0.063187
65.042,174,0.051582
65.983,173,0.053801
65.722,174,0.048633
66.511,173,0.048339
66.211,173,0.052959
66.999,173,0.047646
66.79,174,0.04727
67.613,174,0.051693
67.441,175,0.04758
68.169,175,0.048618
68.036,176,0.04809
68.83,175,0.047465
68.763,176,0.048087
69.637,176,0.046919
69.648,175,0.046418
69.654,175,0.046092
69.687,175,0.046133
69.714,175,0.046055
69.735,175,0.045728
69.749,175,0.045548
69.76,175,0.045393
69.767,175,0.045042
